0.084609 0.372475	ala-arroyomocho.bear_100k.finalfstout
0.045284 0.100503	bear-sth2.nfmfa-sc_100k.finalfstout
0.036313 0.094088	bear-sth2.nfy_100k.finalfstout
0.134596 0.145196	bear-sth2.nfy-slate-cgrav_100k.finalfstout
0.073740 0.421191	bear-sth2.paj-clearck_100k.finalfstout
0.074777 0.427572	bear-sth2.paj-sanbenito_100k.finalfstout
0.076767 0.313397	bear-sth2.put-cold_100k.finalfstout
0.071743 0.279052	bear-sth2.put-wildhorseck_100k.finalfstout
0.044471 0.108343	bear-sth2.rub-lc-us_100k.finalfstout
0.066804 0.120382	bear-sth2.rub-usph_100k.finalfstout
0.030902 0.241344	bear-sth2.russ-mwsprngck_100k.finalfstout
0.082188 0.481461	bear-sth2.salin-losburros_100k.finalfstout
0.070877 0.495734	bear-sth2.sancarp-dutrack_100k.finalfstout
0.065885 0.270087	bear-sth2.sfa-cami_100k.finalfstout
0.047571 0.217332	bear-sth2.sfeel-cedar_100k.finalfstout
0.060296 0.098066	bear-sth2.sfy-fallck_100k.finalfstout
0.066171 0.091907	bear-sth2.sfy-loga_100k.finalfstout
0.053554 0.091899	bear-sth2.sfy-misc_100k.finalfstout
0.033920 0.095750	bear-sth2.sfy-rockck_100k.finalfstout
0.058843 0.087962	bear-sth2.sfy-shadyck_100k.finalfstout
0.049216 0.100406	bear-sth2.sfy-springck_100k.finalfstout
0.021572 0.244085	bear-sth2.smith-hurdygurdyck_100k.finalfstout
0.077325 0.398574	bear-sth2.soquel-ebsc_100k.finalfstout
0.061853 0.400743	bear-sth2.ssantiam_100k.finalfstout
0.072645 0.201201	bear-sth2.trin-sftrinity_100k.finalfstout
0.043717 0.205118	bear-sth2.trin-sftrinity-sandybar_100k.finalfstout
0.046238 0.206306	bear-sth2.trin-tishtang_100k.finalfstout
0.087542 0.361916	bear-sth2.tuo-clavey_100k.finalfstout
0.043015 0.207688	bear-sth2.vandz-dinsmore_100k.finalfstout
0.115258 0.230773	bear-sth2.vandz-rootcreek_100k.finalfstout
0.097497 0.241743	bear-sth2.vandz-shanty_100k.finalfstout
0.044160 0.057042	bear-stha.bear-sthc_100k.finalfstout
0.099006 0.115454	bear-stha.deer-clec_100k.finalfstout
0.026525 0.208691	bear-stha.eel_100k.finalfstout
0.035261 0.270581	bear-stha.fea-beanck_100k.finalfstout
0.064107 0.260954	bear-stha.fea-spanish-bgulch_100k.finalfstout
0.050387 0.262356	bear-stha.fea-spanishck_100k.finalfstout
0.076382 0.228607	bear-stha.fea-spanish-silverck_100k.finalfstout
0.073711 0.220609	bear-stha.mad-mapleck_100k.finalfstout
0.014088 0.222808	bear-stha.mad-redwoodck_100k.finalfstout
0.013545 0.207895	bear-stha.mad-redwoodck2_100k.finalfstout
0.034760 0.218715	bear-stha.mat-bearriver_100k.finalfstout
0.068960 0.215365	bear-stha.mat-lowermattole_100k.finalfstout
0.053622 0.154660	bear-stha.mfa-amec_100k.finalfstout
0.066660 0.130929	bear-stha.mfa-gasc_100k.finalfstout
0.057698 0.148454	bear-stha.mfa-todc_100k.finalfstout
0.030896 0.120785	bear-stha.mfy-oregck_100k.finalfstout
0.064066 0.102166	bear-stha.mfy-us-oh_100k.finalfstout
0.022330 0.084832	bear-stha.nfa_100k.finalfstout
0.061346 0.098317	bear-stha.nfa-bunc_100k.finalfstout
0.095661 0.100518	bear-stha.nfa-euchds_100k.finalfstout
0.084696 0.103437	bear-stha.nfa-euchus_100k.finalfstout
0.113198 0.088122	bear-stha.nfa-indc_100k.finalfstout
0.058164 0.092688	bear-stha.nfa-pond_100k.finalfstout
0.025126 0.083435	bear-stha.nfa-robr_100k.finalfstout
0.114895 0.108635	bear-stha.nfa-saic_100k.finalfstout
0.044689 0.075134	bear-stha.nfa-shic_100k.finalfstout
0.081261 0.090579	bear-stha.nfa-slar_100k.finalfstout
0.081986 0.192798	bear-stha.nff-poe_100k.finalfstout
0.065492 0.135803	bear-stha.nfmfa-sc_100k.finalfstout
0.044207 0.127851	bear-stha.nfy_100k.finalfstout
0.109313 0.135380	bear-stha.nfy-slate-cgrav_100k.finalfstout
0.120099 0.397049	bear-stha.paj-clearck_100k.finalfstout
0.107163 0.423266	bear-stha.paj-sanbenito_100k.finalfstout
0.130291 0.321785	bear-stha.put-cold_100k.finalfstout
0.113806 0.286449	bear-stha.put-wildhorseck_100k.finalfstout
0.046850 0.144187	bear-stha.rub-lc-us_100k.finalfstout
0.114020 0.148777	bear-stha.rub-usph_100k.finalfstout
0.014066 0.240360	bear-stha.russ-mwsprngck_100k.finalfstout
0.126416 0.474951	bear-stha.salin-losburros_100k.finalfstout
0.091764 0.491974	bear-stha.sancarp-dutrack_100k.finalfstout
0.081480 0.271145	bear-stha.sfa-cami_100k.finalfstout
0.052303 0.223814	bear-stha.sfeel-cedar_100k.finalfstout
0.068394 0.124843	bear-stha.sfy-fallck_100k.finalfstout
0.079776 0.114738	bear-stha.sfy-loga_100k.finalfstout
0.055323 0.122092	bear-stha.sfy-misc_100k.finalfstout
0.101262 0.112585	bear-stha.sfy-rockck_100k.finalfstout
0.094523 0.117285	bear-stha.sfy-shadyck_100k.finalfstout
0.100798 0.115761	bear-stha.sfy-springck_100k.finalfstout
0.009457 0.242908	bear-stha.smith-hurdygurdyck_100k.finalfstout
0.118125 0.397123	bear-stha.soquel-ebsc_100k.finalfstout
0.063488 0.400830	bear-stha.ssantiam_100k.finalfstout
0.038997 0.194053	bear-stha.trin-sftrinity_100k.finalfstout
0.032609 0.210385	bear-stha.trin-sftrinity-sandybar_100k.finalfstout
0.039975 0.208798	bear-stha.trin-tishtang_100k.finalfstout
0.100846 0.351606	bear-stha.tuo-clavey_100k.finalfstout
0.027123 0.209809	bear-stha.vandz-dinsmore_100k.finalfstout
0.079601 0.223955	bear-stha.vandz-rootcreek_100k.finalfstout
0.109100 0.218415	bear-stha.vandz-shanty_100k.finalfstout
0.025762 0.086942	bear-sthc.deer-clec_100k.finalfstout
0.043068 0.214358	bear-sthc.eel_100k.finalfstout
0.026624 0.253516	bear-sthc.fea-beanck_100k.finalfstout
0.062147 0.246609	bear-sthc.fea-spanish-bgulch_100k.finalfstout
0.029707 0.251457	bear-sthc.fea-spanishck_100k.finalfstout
0.114125 0.243574	bear-sthc.fea-spanish-silverck_100k.finalfstout
0.047429 0.225015	bear-sthc.mad-mapleck_100k.finalfstout
0.028637 0.220715	bear-sthc.mad-redwoodck_100k.finalfstout
0.029028 0.206862	bear-sthc.mad-redwoodck2_100k.finalfstout
0.054831 0.220297	bear-sthc.mat-bearriver_100k.finalfstout
0.085176 0.227531	bear-sthc.mat-lowermattole_100k.finalfstout
0.081883 0.136304	bear-sthc.mfa-amec_100k.finalfstout
0.050132 0.112984	bear-sthc.mfa-gasc_100k.finalfstout
0.037859 0.122804	bear-sthc.mfa-todc_100k.finalfstout
0.028879 0.086389	bear-sthc.mfy-oregck_100k.finalfstout
0.028804 0.080827	bear-sthc.mfy-us-oh_100k.finalfstout
0.017419 0.046975	bear-sthc.nfa_100k.finalfstout
0.026383 0.060133	bear-sthc.nfa-bunc_100k.finalfstout
0.026662 0.070351	bear-sthc.nfa-euchds_100k.finalfstout
0.043221 0.073796	bear-sthc.nfa-euchus_100k.finalfstout
0.026915 0.052233	bear-sthc.nfa-indc_100k.finalfstout
0.068244 0.060578	bear-sthc.nfa-pond_100k.finalfstout
0.029899 0.052389	bear-sthc.nfa-robr_100k.finalfstout
0.017917 0.083226	bear-sthc.nfa-saic_100k.finalfstout
0.023680 0.046951	bear-sthc.nfa-shic_100k.finalfstout
0.028467 0.058110	bear-sthc.nfa-slar_100k.finalfstout
0.098653 0.201203	bear-sthc.nff-poe_100k.finalfstout
0.026581 0.095226	bear-sthc.nfmfa-sc_100k.finalfstout
0.030300 0.088690	bear-sthc.nfy_100k.finalfstout
0.170618 0.138333	bear-sthc.nfy-slate-cgrav_100k.finalfstout
0.065605 0.412291	bear-sthc.paj-clearck_100k.finalfstout
0.047251 0.421281	bear-sthc.paj-sanbenito_100k.finalfstout
0.039574 0.307973	bear-sthc.put-cold_100k.finalfstout
0.040843 0.278060	bear-sthc.put-wildhorseck_100k.finalfstout
0.050086 0.105488	bear-sthc.rub-lc-us_100k.finalfstout
0.031012 0.115385	bear-sthc.rub-usph_100k.finalfstout
0.043272 0.248665	bear-sthc.russ-mwsprngck_100k.finalfstout
0.052406 0.474349	bear-sthc.salin-losburros_100k.finalfstout
0.047823 0.488661	bear-sthc.sancarp-dutrack_100k.finalfstout
0.058149 0.261802	bear-sthc.sfa-cami_100k.finalfstout
0.039400 0.221601	bear-sthc.sfeel-cedar_100k.finalfstout
0.059865 0.092248	bear-sthc.sfy-fallck_100k.finalfstout
0.062669 0.085344	bear-sthc.sfy-loga_100k.finalfstout
0.055515 0.084953	bear-sthc.sfy-misc_100k.finalfstout
0.010343 0.092658	bear-sthc.sfy-rockck_100k.finalfstout
0.029118 0.084981	bear-sthc.sfy-shadyck_100k.finalfstout
0.029469 0.094916	bear-sthc.sfy-springck_100k.finalfstout
0.026715 0.250127	bear-sthc.smith-hurdygurdyck_100k.finalfstout
0.046800 0.394571	bear-sthc.soquel-ebsc_100k.finalfstout
0.060172 0.386873	bear-sthc.ssantiam_100k.finalfstout
0.113365 0.209395	bear-sthc.trin-sftrinity_100k.finalfstout
0.057965 0.210178	bear-sthc.trin-sftrinity-sandybar_100k.finalfstout
0.051494 0.211290	bear-sthc.trin-tishtang_100k.finalfstout
0.092859 0.347150	bear-sthc.tuo-clavey_100k.finalfstout
0.057086 0.213068	bear-sthc.vandz-dinsmore_100k.finalfstout
0.167232 0.232574	bear-sthc.vandz-rootcreek_100k.finalfstout
0.113400 0.243562	bear-sthc.vandz-shanty_100k.finalfstout
0.069722 0.190561	bear.trin-sftrinity_100k.finalfstout
0.050936 0.199107	bear.trin-sftrinity-sandybar_100k.finalfstout
0.055446 0.199505	bear.trin-tishtang_100k.finalfstout
0.073517 0.333434	bear.tuo-clavey_100k.finalfstout
0.048983 0.200447	bear.vandz-dinsmore_100k.finalfstout
0.100847 0.214531	bear.vandz-rootcreek_100k.finalfstout
0.073085 0.218126	bear.vandz-shanty_100k.finalfstout
0.024343 0.207853	deer-clec.eel_100k.finalfstout
0.021922 0.258311	deer-clec.fea-beanck_100k.finalfstout
0.059460 0.256675	deer-clec.fea-spanish-bgulch_100k.finalfstout
0.029298 0.254234	deer-clec.fea-spanishck_100k.finalfstout
0.099843 0.245177	deer-clec.fea-spanish-silverck_100k.finalfstout
0.045655 0.219407	deer-clec.mad-mapleck_100k.finalfstout
0.013023 0.216479	deer-clec.mad-redwoodck_100k.finalfstout
0.012818 0.200620	deer-clec.mad-redwoodck2_100k.finalfstout
0.033109 0.214450	deer-clec.mat-bearriver_100k.finalfstout
0.072063 0.221384	deer-clec.mat-lowermattole_100k.finalfstout
0.061363 0.159087	deer-clec.mfa-amec_100k.finalfstout
0.055621 0.137374	deer-clec.mfa-gasc_100k.finalfstout
0.037170 0.148558	deer-clec.mfa-todc_100k.finalfstout
0.017203 0.090806	deer-clec.mfy-oregck_100k.finalfstout
0.028489 0.080963	deer-clec.mfy-us-oh_100k.finalfstout
0.007344 0.079976	deer-clec.nfa_100k.finalfstout
0.027197 0.090738	deer-clec.nfa-bunc_100k.finalfstout
0.060993 0.107288	deer-clec.nfa-euchds_100k.finalfstout
0.077339 0.115031	deer-clec.nfa-euchus_100k.finalfstout
0.049548 0.084224	deer-clec.nfa-indc_100k.finalfstout
0.064128 0.088705	deer-clec.nfa-pond_100k.finalfstout
0.019585 0.084261	deer-clec.nfa-robr_100k.finalfstout
0.062765 0.124546	deer-clec.nfa-saic_100k.finalfstout
0.018367 0.072146	deer-clec.nfa-shic_100k.finalfstout
0.043270 0.089824	deer-clec.nfa-slar_100k.finalfstout
0.094878 0.200721	deer-clec.nff-poe_100k.finalfstout
0.026567 0.129350	deer-clec.nfmfa-sc_100k.finalfstout
0.020610 0.089685	deer-clec.nfy_100k.finalfstout
0.149389 0.142142	deer-clec.nfy-slate-cgrav_100k.finalfstout
0.102570 0.425829	deer-clec.paj-clearck_100k.finalfstout
0.060659 0.432111	deer-clec.paj-sanbenito_100k.finalfstout
0.067096 0.316801	deer-clec.put-cold_100k.finalfstout
0.059199 0.281436	deer-clec.put-wildhorseck_100k.finalfstout
0.040387 0.140085	deer-clec.rub-lc-us_100k.finalfstout
0.051897 0.147936	deer-clec.rub-usph_100k.finalfstout
0.021392 0.238658	deer-clec.russ-mwsprngck_100k.finalfstout
0.071832 0.486629	deer-clec.salin-losburros_100k.finalfstout
0.051324 0.500287	deer-clec.sancarp-dutrack_100k.finalfstout
0.065353 0.285812	deer-clec.sfa-cami_100k.finalfstout
0.029383 0.216600	deer-clec.sfeel-cedar_100k.finalfstout
0.062665 0.097507	deer-clec.sfy-fallck_100k.finalfstout
0.080122 0.091982	deer-clec.sfy-loga_100k.finalfstout
0.049136 0.088383	deer-clec.sfy-misc_100k.finalfstout
0.058331 0.095278	deer-clec.sfy-rockck_100k.finalfstout
0.037502 0.087637	deer-clec.sfy-shadyck_100k.finalfstout
0.084859 0.099597	deer-clec.sfy-springck_100k.finalfstout
0.013091 0.242986	deer-clec.smith-hurdygurdyck_100k.finalfstout
0.062842 0.401922	deer-clec.soquel-ebsc_100k.finalfstout
0.053763 0.404777	deer-clec.ssantiam_100k.finalfstout
0.063334 0.199127	deer-clec.trin-sftrinity_100k.finalfstout
0.034280 0.204774	deer-clec.trin-sftrinity-sandybar_100k.finalfstout
0.033402 0.204961	deer-clec.trin-tishtang_100k.finalfstout
0.101604 0.374404	deer-clec.tuo-clavey_100k.finalfstout
0.031830 0.207022	deer-clec.vandz-dinsmore_100k.finalfstout
0.112407 0.229354	deer-clec.vandz-rootcreek_100k.finalfstout
0.125253 0.237728	deer-clec.vandz-shanty_100k.finalfstout
0.042433 0.256922	eel.fea-beanck_100k.finalfstout
0.041149 0.240889	eel.fea-spanish-bgulch_100k.finalfstout
0.047267 0.253079	eel.fea-spanishck_100k.finalfstout
