siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
nff-poe,tuo-clavey,nff-poe_tuo-clavey,N-Fea-39,E-2,238.67,0.330344
nff-poe,vandz-dinsmore,nff-poe_vandz-dinsmore,N-Fea-39,NW-55,199.19,0.178763
nff-poe,vandz-rootcreek,nff-poe_vandz-rootcreek,N-Fea-39,NW-56,225.96,0.186991
nff-poe,vandz-shanty,nff-poe_vandz-shanty,N-Fea-39,NW-57,187.71,0.193653
eel,fea-beanck,eel_fea-beanck,NW-40,N-Fea-35,218.79,0.227779
eel,fea-spanish-bgulch,eel_fea-spanish-bgulch,NW-40,N-Fea-36,218.69,0.235841
eel,fea-spanishck,eel_fea-spanishck,NW-40,N-Fea-38,223.57,0.232394
eel,fea-spanish-silverck,eel_fea-spanish-silverck,NW-40,N-Fea-37,218.83,0.236559
eel,mad-mapleck,eel_mad-mapleck,NW-40,NW-41,66.25,0.038835
eel,mad-redwoodck,eel_mad-redwoodck,NW-40,NW-42,114.83,0.070691
eel,mad-redwoodck2,eel_mad-redwoodck2,NW-40,NW-43,117.78,0.076344
eel,mat-bearriver,eel_mat-bearriver,NW-40,NW-44,68.27,0.040995
eel,mat-lowermattole,eel_mat-lowermattole,NW-40,NW-45,56.6,0.033015
eel,mfa-amec,eel_mfa-amec,NW-40,NE-9,271.14,0.254168
eel,mfa-gasc,eel_mfa-gasc,NW-40,NE-10,270.03,0.258132
eel,mfa-todc,eel_mfa-todc,NW-40,NE-11,270.99,0.264865
eel,mfy-oregck,eel_mfy-oregck,NW-40,NE-12,236.38,0.2285
eel,mfy-us-oh,eel_mfy-us-oh,NW-40,NE-13,242.95,0.231077
eel,nfa,eel_nfa,NW-40,NE-14,263.12,0.230409
eel,nfa-bunc,eel_nfa-bunc,NW-40,NE-15,267.62,0.246487
eel,nfa-euchds,eel_nfa-euchds,NW-40,NE-16,271.28,0.245728
eel,nfa-euchus,eel_nfa-euchus,NW-40,NE-17,272.2,0.243035
eel,nfa-indc,eel_nfa-indc,NW-40,NE-18,266.7,0.24588
eel,nfa-pond,eel_nfa-pond,NW-40,NE-19,267.49,0.225579
eel,nfa-robr,eel_nfa-robr,NW-40,NE-20,262.73,0.228724
eel,nfa-saic,eel_nfa-saic,NW-40,NE-21,290.69,0.257741
eel,nfa-shic,eel_nfa-shic,NW-40,NE-22,268.06,0.22824
eel,nfa-slar,eel_nfa-slar,NW-40,NE-23,263.14,0.240467
eel,nff-poe,eel_nff-poe,NW-40,N-Fea-39,192.03,0.182332
eel,nfmfa-sc,eel_nfmfa-sc,NW-40,NE-24,281.52,0.250949
eel,nfy,eel_nfy,NW-40,NE-25,240.04,0.233
eel,nfy-slate-cgrav,eel_nfy-slate-cgrav,NW-40,NE-26,237.28,0.231613
eel,paj-clearck,eel_paj-clearck,NW-40,W-61,495.91,0.308005
eel,paj-sanbenito,eel_paj-sanbenito,NW-40,W-62,502.42,0.298801
eel,put-cold,eel_put-cold,NW-40,NW-46,231.85,0.172875
eel,put-wildhorseck,eel_put-wildhorseck,NW-40,NW-47,233.58,0.129074
eel,rub-lc-us,eel_rub-lc-us,NW-40,NE-27,286.88,0.248357
eel,rub-usph,eel_rub-usph,NW-40,NE-28,283.79,0.260633
eel,russ-mwsprngck,eel_russ-mwsprngck,NW-40,NW-48,201.45,0.123713
eel,salin-losburros,eel_salin-losburros,NW-40,SW-58,524.52,0.3245
eel,sancarp-dutrack,eel_sancarp-dutrack,NW-40,SW-59,531.04,0.315855
eel,sfa-cami,eel_sfa-cami,NW-40,E-1,305.19,0.277241
eel,sfeel-cedar,eel_sfeel-cedar,NW-40,NW-49,50.78,0.038574
eel,sfy-fallck,eel_sfy-fallck,NW-40,NE-29,265.57,0.236596
eel,sfy-loga,eel_sfy-loga,NW-40,NE-30,255.78,0.229785
eel,sfy-misc,eel_sfy-misc,NW-40,NE-31,253.83,0.229578
eel,sfy-rockck,eel_sfy-rockck,NW-40,NE-32,246.92,0.237783
eel,sfy-shadyck,eel_sfy-shadyck,NW-40,NE-33,240.09,0.240099
eel,sfy-springck,eel_sfy-springck,NW-40,NE-34,246.6,0.244301
eel,smith-hurdygurdyck,eel_smith-hurdygurdyck,NW-40,NW-50,165.95,0.135848
eel,soquel-ebsc,eel_soquel-ebsc,NW-40,W-63,379,0.287966
eel,ssantiam,eel_ssantiam,NW-40,NW-51,468.62,0.236925
eel,trin-sftrinity,eel_trin-sftrinity,NW-40,NW-52,63.71,0.06306
eel,trin-sftrinity-sandybar,eel_trin-sftrinity-sandybar,NW-40,NW-53,73.62,0.065047
eel,trin-tishtang,eel_trin-tishtang,NW-40,NW-54,89.6,0.068026
eel,tuo-clavey,eel_tuo-clavey,NW-40,E-2,400.81,0.296129
eel,vandz-dinsmore,eel_vandz-dinsmore,NW-40,NW-55,30.43,0.034302
eel,vandz-rootcreek,eel_vandz-rootcreek,NW-40,NW-56,38.99,0.040579
eel,vandz-shanty,eel_vandz-shanty,NW-40,NW-57,20.81,0.063131
mad-mapleck,mad-redwoodck,mad-mapleck_mad-redwoodck,NW-41,NW-42,48.7,0.078937
mad-mapleck,mad-redwoodck2,mad-mapleck_mad-redwoodck2,NW-41,NW-43,51.66,0.087096
mad-mapleck,mat-bearriver,mad-mapleck_mat-bearriver,NW-41,NW-44,54.24,0.057925
mad-mapleck,mat-lowermattole,mad-mapleck_mat-lowermattole,NW-41,NW-45,62.19,0.048107
mad-mapleck,mfa-amec,mad-mapleck_mfa-amec,NW-41,NE-9,324.17,0.271404
mad-mapleck,mfa-gasc,mad-mapleck_mfa-gasc,NW-41,NE-10,322.58,0.270936
mad-mapleck,mfa-todc,mad-mapleck_mfa-todc,NW-41,NE-11,323.5,0.275858
mad-mapleck,mfy-oregck,mad-mapleck_mfy-oregck,NW-41,NE-12,282.68,0.241693
mad-mapleck,mfy-us-oh,mad-mapleck_mfy-us-oh,NW-41,NE-13,289.28,0.244697
mad-mapleck,nfa,mad-mapleck_nfa,NW-41,NE-14,313.68,0.24173
mad-mapleck,nfa-bunc,mad-mapleck_nfa-bunc,NW-41,NE-15,319.12,0.259868
mad-mapleck,nfa-euchds,mad-mapleck_nfa-euchds,NW-41,NE-16,319.71,0.25711
mad-mapleck,nfa-euchus,mad-mapleck_nfa-euchus,NW-41,NE-17,320.56,0.252817
mad-mapleck,nfa-indc,mad-mapleck_nfa-indc,NW-41,NE-18,317.93,0.257147
mad-mapleck,nfa-pond,mad-mapleck_nfa-pond,NW-41,NE-19,319.69,0.239085
mad-mapleck,nfa-robr,mad-mapleck_nfa-robr,NW-41,NE-20,313.44,0.240028
mad-mapleck,nfa-saic,mad-mapleck_nfa-saic,NW-41,NE-21,336.95,0.269287
mad-mapleck,nfa-shic,mad-mapleck_nfa-shic,NW-41,NE-22,319.39,0.241549
mad-mapleck,nfa-slar,mad-mapleck_nfa-slar,NW-41,NE-23,313.92,0.251912
mad-mapleck,nff-poe,mad-mapleck_nff-poe,NW-41,N-Fea-39,235.39,0.196103
mad-mapleck,nfmfa-sc,mad-mapleck_nfmfa-sc,NW-41,NE-24,332.04,0.265095
mad-mapleck,nfy,mad-mapleck_nfy,NW-41,NE-25,284.48,0.245861
mad-mapleck,nfy-slate-cgrav,mad-mapleck_nfy-slate-cgrav,NW-41,NE-26,277.92,0.252466
mad-mapleck,paj-clearck,mad-mapleck_paj-clearck,NW-41,W-61,560.63,0.319076
mad-mapleck,paj-sanbenito,mad-mapleck_paj-sanbenito,NW-41,W-62,567,0.310648
mad-mapleck,put-cold,mad-mapleck_put-cold,NW-41,NW-46,295.89,0.191119
mad-mapleck,put-wildhorseck,mad-mapleck_put-wildhorseck,NW-41,NW-47,297.61,0.146987
mad-mapleck,rub-lc-us,mad-mapleck_rub-lc-us,NW-41,NE-27,337.53,0.264312
mad-mapleck,rub-usph,mad-mapleck_rub-usph,NW-41,NE-28,334.53,0.27173
mad-mapleck,russ-mwsprngck,mad-mapleck_russ-mwsprngck,NW-41,NW-48,267.5,0.14355
mad-mapleck,salin-losburros,mad-mapleck_salin-losburros,NW-41,SW-58,590.51,0.334987
mad-mapleck,sancarp-dutrack,mad-mapleck_sancarp-dutrack,NW-41,SW-59,597.06,0.326837
mad-mapleck,sfa-cami,mad-mapleck_sfa-cami,NW-41,E-1,357.25,0.290694
mad-mapleck,sfeel-cedar,mad-mapleck_sfeel-cedar,NW-41,NW-49,115.46,0.054877
mad-mapleck,sfy-fallck,mad-mapleck_sfy-fallck,NW-41,NE-29,311.18,0.249849
mad-mapleck,sfy-loga,mad-mapleck_sfy-loga,NW-41,NE-30,301.91,0.247166
mad-mapleck,sfy-misc,mad-mapleck_sfy-misc,NW-41,NE-31,300.31,0.244249
mad-mapleck,sfy-rockck,mad-mapleck_sfy-rockck,NW-41,NE-32,294.65,0.246803
mad-mapleck,sfy-shadyck,mad-mapleck_sfy-shadyck,NW-41,NE-33,287.94,0.250332
mad-mapleck,sfy-springck,mad-mapleck_sfy-springck,NW-41,NE-34,294.3,0.254549
mad-mapleck,smith-hurdygurdyck,mad-mapleck_smith-hurdygurdyck,NW-41,NW-50,101.52,0.149077
mad-mapleck,soquel-ebsc,mad-mapleck_soquel-ebsc,NW-41,W-63,445.02,0.300695
mad-mapleck,ssantiam,mad-mapleck_ssantiam,NW-41,NW-51,411.44,0.244405
mad-mapleck,trin-sftrinity,mad-mapleck_trin-sftrinity,NW-41,NW-52,27.04,0.067882
mad-mapleck,trin-sftrinity-sandybar,mad-mapleck_trin-sftrinity-sandybar,NW-41,NW-53,25.11,0.068959
mad-mapleck,trin-tishtang,mad-mapleck_trin-tishtang,NW-41,NW-54,33.68,0.074201
mad-mapleck,tuo-clavey,mad-mapleck_tuo-clavey,NW-41,E-2,458.26,0.309325
mad-mapleck,vandz-dinsmore,mad-mapleck_vandz-dinsmore,NW-41,NW-55,40.59,0.043103
mad-mapleck,vandz-rootcreek,mad-mapleck_vandz-rootcreek,NW-41,NW-56,34.49,0.051226
mad-mapleck,vandz-shanty,mad-mapleck_vandz-shanty,NW-41,NW-57,54.84,0.06613
mad-redwoodck2,mat-bearriver,mad-redwoodck2_mat-bearriver,NW-43,NW-44,90.45,0.086067
mad-redwoodck2,mat-lowermattole,mad-redwoodck2_mat-lowermattole,NW-43,NW-45,104.62,0.080622
mad-redwoodck2,mfa-amec,mad-redwoodck2_mfa-amec,NW-43,NE-9,365.94,0.246335
mad-redwoodck2,mfa-gasc,mad-redwoodck2_mfa-gasc,NW-43,NE-10,364.07,0.248791
mad-redwoodck2,mfa-todc,mad-redwoodck2_mfa-todc,NW-43,NE-11,364.95,0.25813
mad-redwoodck2,mfy-oregck,mad-redwoodck2_mfy-oregck,NW-43,NE-12,320.67,0.221172
mad-redwoodck2,mfy-us-oh,mad-redwoodck2_mfy-us-oh,NW-43,NE-13,327.17,0.22616
mad-redwoodck2,nfa,mad-redwoodck2_nfa,NW-43,NE-14,353.94,0.221078
mad-redwoodck2,nfa-bunc,mad-redwoodck2_nfa-bunc,NW-43,NE-15,359.95,0.240352
mad-redwoodck2,nfa-euchds,mad-redwoodck2_nfa-euchds,NW-43,NE-16,358.52,0.238285
mad-redwoodck2,nfa-euchus,mad-redwoodck2_nfa-euchus,NW-43,NE-17,359.31,0.234943
mad-redwoodck2,nfa-indc,mad-redwoodck2_nfa-indc,NW-43,NE-18,358.6,0.238001
mad-redwoodck2,nfa-pond,mad-redwoodck2_nfa-pond,NW-43,NE-19,360.96,0.216218
mad-redwoodck2,nfa-robr,mad-redwoodck2_nfa-robr,NW-43,NE-20,353.82,0.219173
mad-redwoodck2,nfa-saic,mad-redwoodck2_nfa-saic,NW-43,NE-21,374.1,0.253643
mad-redwoodck2,nfa-shic,mad-redwoodck2_nfa-shic,NW-43,NE-22,360.11,0.223853
mad-redwoodck2,nfa-slar,mad-redwoodck2_nfa-slar,NW-43,NE-23,354.34,0.233111
mad-redwoodck2,nff-poe,mad-redwoodck2_nff-poe,NW-43,N-Fea-39,272.57,0.191799
mad-redwoodck2,nfmfa-sc,mad-redwoodck2_nfmfa-sc,NW-43,NE-24,372.08,0.246174
mad-redwoodck2,nfy,mad-redwoodck2_nfy,NW-43,NE-25,321.24,0.221988
mad-redwoodck2,nfy-slate-cgrav,mad-redwoodck2_nfy-slate-cgrav,NW-43,NE-26,312.38,0.22774
mad-redwoodck2,paj-clearck,mad-redwoodck2_paj-clearck,NW-43,W-61,610.19,0.307791
mad-redwoodck2,paj-sanbenito,mad-redwoodck2_paj-sanbenito,NW-43,W-62,616.44,0.301547
mad-redwoodck2,put-cold,mad-redwoodck2_put-cold,NW-43,NW-46,345.26,0.20533
mad-redwoodck2,put-wildhorseck,mad-redwoodck2_put-wildhorseck,NW-43,NW-47,346.96,0.172792
mad-redwoodck2,rub-lc-us,mad-redwoodck2_rub-lc-us,NW-43,NE-27,377.59,0.240456
mad-redwoodck2,rub-usph,mad-redwoodck2_rub-usph,NW-43,NE-28,374.68,0.255654
mad-redwoodck2,russ-mwsprngck,mad-redwoodck2_russ-mwsprngck,NW-43,NW-48,318.59,0.144892
mad-redwoodck2,salin-losburros,mad-redwoodck2_salin-losburros,NW-43,SW-58,641.41,0.324819
mad-redwoodck2,sancarp-dutrack,mad-redwoodck2_sancarp-dutrack,NW-43,SW-59,648,0.315645
mad-redwoodck2,sfa-cami,mad-redwoodck2_sfa-cami,NW-43,E-1,398.08,0.270435
mad-redwoodck2,sfeel-cedar,mad-redwoodck2_sfeel-cedar,NW-43,NW-49,167.09,0.090843
mad-redwoodck2,sfy-fallck,mad-redwoodck2_sfy-fallck,NW-43,NE-29,348.25,0.229801
mad-redwoodck2,sfy-loga,mad-redwoodck2_sfy-loga,NW-43,NE-30,339.47,0.222728
mad-redwoodck2,sfy-misc,mad-redwoodck2_sfy-misc,NW-43,NE-31,338.11,0.221217
mad-redwoodck2,sfy-rockck,mad-redwoodck2_sfy-rockck,NW-43,NE-32,333.35,0.232002
mad-redwoodck2,sfy-shadyck,mad-redwoodck2_sfy-shadyck,NW-43,NE-33,326.82,0.233417
mad-redwoodck2,sfy-springck,mad-redwoodck2_sfy-springck,NW-43,NE-34,332.99,0.238665
mad-redwoodck2,smith-hurdygurdyck,mad-redwoodck2_smith-hurdygurdyck,NW-43,NW-50,52.04,0.14633
mad-redwoodck2,soquel-ebsc,mad-redwoodck2_soquel-ebsc,NW-43,W-63,496,0.290931
mad-redwoodck2,ssantiam,mad-redwoodck2_ssantiam,NW-43,NW-51,366.21,0.236418
mad-redwoodck2,trin-sftrinity,mad-redwoodck2_trin-sftrinity,NW-43,NW-52,63.01,0.07561
mad-redwoodck2,trin-sftrinity-sandybar,mad-redwoodck2_trin-sftrinity-sandybar,NW-43,NW-53,52.37,0.096956
mad-redwoodck2,trin-tishtang,mad-redwoodck2_trin-tishtang,NW-43,NW-54,39.8,0.099192
mad-redwoodck2,tuo-clavey,mad-redwoodck2_tuo-clavey,NW-43,E-2,502.27,0.289509
mad-redwoodck2,vandz-dinsmore,mad-redwoodck2_vandz-dinsmore,NW-43,NW-55,90.33,0.077938
mad-redwoodck2,vandz-rootcreek,mad-redwoodck2_vandz-rootcreek,NW-43,NW-56,84.65,0.073586
mad-redwoodck2,vandz-shanty,mad-redwoodck2_vandz-shanty,NW-43,NW-57,104.53,0.098941
mad-redwoodck,mad-redwoodck2,mad-redwoodck_mad-redwoodck2,NW-42,NW-43,2.97,0.020678
mad-redwoodck,mat-bearriver,mad-redwoodck_mat-bearriver,NW-42,NW-44,87.85,0.080516
mad-redwoodck,mat-lowermattole,mad-redwoodck_mat-lowermattole,NW-42,NW-45,101.87,0.081257
mad-redwoodck,mfa-amec,mad-redwoodck_mfa-amec,NW-42,NE-9,363.58,0.258419
mad-redwoodck,mfa-gasc,mad-redwoodck_mfa-gasc,NW-42,NE-10,361.72,0.261238
mad-redwoodck,mfa-todc,mad-redwoodck_mfa-todc,NW-42,NE-11,362.6,0.267898
mad-redwoodck,mfy-oregck,mad-redwoodck_mfy-oregck,NW-42,NE-12,318.5,0.235839
mad-redwoodck,mfy-us-oh,mad-redwoodck_mfy-us-oh,NW-42,NE-13,325.01,0.240815
mad-redwoodck,nfa,mad-redwoodck_nfa,NW-42,NE-14,351.66,0.235176
mad-redwoodck,nfa-bunc,mad-redwoodck_nfa-bunc,NW-42,NE-15,357.63,0.252101
mad-redwoodck,nfa-euchds,mad-redwoodck_nfa-euchds,NW-42,NE-16,356.32,0.253588
mad-redwoodck,nfa-euchus,mad-redwoodck_nfa-euchus,NW-42,NE-17,357.11,0.247272
mad-redwoodck,nfa-indc,mad-redwoodck_nfa-indc,NW-42,NE-18,356.3,0.252393
mad-redwoodck,nfa-pond,mad-redwoodck_nfa-pond,NW-42,NE-19,358.63,0.229138
mad-redwoodck,nfa-robr,mad-redwoodck_nfa-robr,NW-42,NE-20,351.53,0.233785
mad-redwoodck,nfa-saic,mad-redwoodck_nfa-saic,NW-42,NE-21,371.99,0.264177
mad-redwoodck,nfa-shic,mad-redwoodck_nfa-shic,NW-42,NE-22,357.8,0.237639
mad-redwoodck,nfa-slar,mad-redwoodck_nfa-slar,NW-42,NE-23,352.05,0.245533
mad-redwoodck,nff-poe,mad-redwoodck_nff-poe,NW-42,N-Fea-39,270.43,0.198825
mad-redwoodck,nfmfa-sc,mad-redwoodck_nfmfa-sc,NW-42,NE-24,369.81,0.25622
mad-redwoodck,nfy,mad-redwoodck_nfy,NW-42,NE-25,319.14,0.238125
mad-redwoodck,nfy-slate-cgrav,mad-redwoodck_nfy-slate-cgrav,NW-42,NE-26,310.4,0.24256
mad-redwoodck,paj-clearck,mad-redwoodck_paj-clearck,NW-42,W-61,607.39,0.311785
mad-redwoodck,paj-sanbenito,mad-redwoodck_paj-sanbenito,NW-42,W-62,613.64,0.302709
mad-redwoodck,put-cold,mad-redwoodck_put-cold,NW-42,NW-46,342.45,0.201853
mad-redwoodck,put-wildhorseck,mad-redwoodck_put-wildhorseck,NW-42,NW-47,344.16,0.169063
mad-redwoodck,rub-lc-us,mad-redwoodck_rub-lc-us,NW-42,NE-27,375.33,0.252665
mad-redwoodck,rub-usph,mad-redwoodck_rub-usph,NW-42,NE-28,372.41,0.265364
mad-redwoodck,russ-mwsprngck,mad-redwoodck_russ-mwsprngck,NW-42,NW-48,315.68,0.147419
mad-redwoodck,salin-losburros,mad-redwoodck_salin-losburros,NW-42,SW-58,638.51,0.323478
mad-redwoodck,sancarp-dutrack,mad-redwoodck_sancarp-dutrack,NW-42,SW-59,645.1,0.313839
mad-redwoodck,sfa-cami,mad-redwoodck_sfa-cami,NW-42,E-1,395.77,0.279385
mad-redwoodck,sfeel-cedar,mad-redwoodck_sfeel-cedar,NW-42,NW-49,164.11,0.088416
mad-redwoodck,sfy-fallck,mad-redwoodck_sfy-fallck,NW-42,NE-29,346.14,0.244316
mad-redwoodck,sfy-loga,mad-redwoodck_sfy-loga,NW-42,NE-30,337.34,0.238567
mad-redwoodck,sfy-misc,mad-redwoodck_sfy-misc,NW-42,NE-31,335.96,0.23554
mad-redwoodck,sfy-rockck,mad-redwoodck_sfy-rockck,NW-42,NE-32,331.14,0.244985
mad-redwoodck,sfy-shadyck,mad-redwoodck_sfy-shadyck,NW-42,NE-33,324.6,0.247783
mad-redwoodck,sfy-springck,mad-redwoodck_sfy-springck,NW-42,NE-34,330.79,0.251453
mad-redwoodck,smith-hurdygurdyck,mad-redwoodck_smith-hurdygurdyck,NW-42,NW-50,54.84,0.142621
mad-redwoodck,soquel-ebsc,mad-redwoodck_soquel-ebsc,NW-42,W-63,493.09,0.290488
mad-redwoodck,ssantiam,mad-redwoodck_ssantiam,NW-42,NW-51,368.86,0.24071
mad-redwoodck,trin-sftrinity,mad-redwoodck_trin-sftrinity,NW-42,NW-52,60.41,0.075627
mad-redwoodck,trin-sftrinity-sandybar,mad-redwoodck_trin-sftrinity-sandybar,NW-42,NW-53,49.86,0.094409
mad-redwoodck,trin-tishtang,mad-redwoodck_trin-tishtang,NW-42,NW-54,37.73,0.096392
mad-redwoodck,tuo-clavey,mad-redwoodck_tuo-clavey,NW-42,E-2,499.79,0.296901
mad-redwoodck,vandz-dinsmore,mad-redwoodck_vandz-dinsmore,NW-42,NW-55,87.45,0.072469
mad-redwoodck,vandz-rootcreek,mad-redwoodck_vandz-rootcreek,NW-42,NW-56,81.69,0.068839
mad-redwoodck,vandz-shanty,mad-redwoodck_vandz-shanty,NW-42,NW-57,101.66,0.101546
mat-bearriver,mat-lowermattole,mat-bearriver_mat-lowermattole,NW-44,NW-45,18.03,0.033368
mat-bearriver,mfa-amec,mat-bearriver_mfa-amec,NW-44,NE-9,339.04,0.248973
mat-bearriver,mfa-gasc,mat-bearriver_mfa-gasc,NW-44,NE-10,338.01,0.254556
mat-bearriver,mfa-todc,mat-bearriver_mfa-todc,NW-44,NE-11,338.98,0.263365
mat-bearriver,mfy-oregck,mat-bearriver_mfy-oregck,NW-44,NE-12,304.55,0.228872
mat-bearriver,mfy-us-oh,mat-bearriver_mfy-us-oh,NW-44,NE-13,311.12,0.234024
mat-bearriver,nfa,mat-bearriver_nfa,NW-44,NE-14,331.33,0.228119
mat-bearriver,nfa-bunc,mat-bearriver_nfa-bunc,NW-44,NE-15,335.74,0.244601
mat-bearriver,nfa-euchds,mat-bearriver_nfa-euchds,NW-44,NE-16,339.55,0.249015
mat-bearriver,nfa-euchus,mat-bearriver_nfa-euchus,NW-44,NE-17,340.47,0.243333
mat-bearriver,nfa-indc,mat-bearriver_nfa-indc,NW-44,NE-18,334.85,0.247337
mat-bearriver,nfa-pond,mat-bearriver_nfa-pond,NW-44,NE-19,335.53,0.225312
mat-bearriver,nfa-robr,mat-bearriver_nfa-robr,NW-44,NE-20,330.93,0.226815
mat-bearriver,nfa-saic,mat-bearriver_nfa-saic,NW-44,NE-21,358.91,0.26086
mat-bearriver,nfa-shic,mat-bearriver_nfa-shic,NW-44,NE-22,336.2,0.231211
mat-bearriver,nfa-slar,mat-bearriver_nfa-slar,NW-44,NE-23,331.33,0.240569
mat-bearriver,nff-poe,mat-bearriver_nff-poe,NW-44,N-Fea-39,259.73,0.186972
mat-bearriver,nfmfa-sc,mat-bearriver_nfmfa-sc,NW-44,NE-24,349.71,0.24746
mat-bearriver,nfy,mat-bearriver_nfy,NW-44,NE-25,308.02,0.229555
mat-bearriver,nfy-slate-cgrav,mat-bearriver_nfy-slate-cgrav,NW-44,NE-26,304.63,0.235524
mat-bearriver,paj-clearck,mat-bearriver_paj-clearck,NW-44,W-61,553.62,0.309125
mat-bearriver,paj-sanbenito,mat-bearriver_paj-sanbenito,NW-44,W-62,560.44,0.301984
mat-bearriver,put-cold,mat-bearriver_put-cold,NW-44,NW-46,292.63,0.187473
mat-bearriver,put-wildhorseck,mat-bearriver_put-wildhorseck,NW-44,NW-47,294.36,0.148153
mat-bearriver,rub-lc-us,mat-bearriver_rub-lc-us,NW-44,NE-27,355.06,0.246811
mat-bearriver,rub-usph,mat-bearriver_rub-usph,NW-44,NE-28,351.97,0.2594
mat-bearriver,russ-mwsprngck,mat-bearriver_russ-mwsprngck,NW-44,NW-48,256.04,0.131831
mat-bearriver,salin-losburros,mat-bearriver_salin-losburros,NW-44,SW-58,576.98,0.32595
mat-bearriver,sancarp-dutrack,mat-bearriver_sancarp-dutrack,NW-44,SW-59,583.24,0.315425
mat-bearriver,sfa-cami,mat-bearriver_sfa-cami,NW-44,E-1,373.19,0.273856
mat-bearriver,sfeel-cedar,mat-bearriver_sfeel-cedar,NW-44,NW-49,100.02,0.050791
mat-bearriver,sfy-fallck,mat-bearriver_sfy-fallck,NW-44,NE-29,333.72,0.238507
mat-bearriver,sfy-loga,mat-bearriver_sfy-loga,NW-44,NE-30,323.95,0.23053
mat-bearriver,sfy-misc,mat-bearriver_sfy-misc,NW-44,NE-31,322.03,0.228126
mat-bearriver,sfy-rockck,mat-bearriver_sfy-rockck,NW-44,NE-32,315.18,0.243895
mat-bearriver,sfy-shadyck,mat-bearriver_sfy-shadyck,NW-44,NE-33,308.35,0.238856
mat-bearriver,sfy-springck,mat-bearriver_sfy-springck,NW-44,NE-34,314.85,0.246744
mat-bearriver,smith-hurdygurdyck,mat-bearriver_smith-hurdygurdyck,NW-44,NW-50,142.11,0.146036
mat-bearriver,soquel-ebsc,mat-bearriver_soquel-ebsc,NW-44,W-63,431.92,0.288081
mat-bearriver,ssantiam,mat-bearriver_ssantiam,NW-44,NW-51,456.64,0.237515
mat-bearriver,trin-sftrinity,mat-bearriver_trin-sftrinity,NW-44,NW-52,77.15,0.069867
mat-bearriver,trin-sftrinity-sandybar,mat-bearriver_trin-sftrinity-sandybar,NW-44,NW-53,78.77,0.077905
mat-bearriver,trin-tishtang,mat-bearriver_trin-tishtang,NW-44,NW-54,87.44,0.08077
mat-bearriver,tuo-clavey,mat-bearriver_tuo-clavey,NW-44,E-2,467,0.29493
mat-bearriver,vandz-dinsmore,mat-bearriver_vandz-dinsmore,NW-44,NW-55,65.64,0.0498
mat-bearriver,vandz-rootcreek,mat-bearriver_vandz-rootcreek,NW-44,NW-56,36.07,0.045293
mat-bearriver,vandz-shanty,mat-bearriver_vandz-shanty,NW-44,NW-57,73.54,0.085345
mat-lowermattole,mfa-amec,mat-lowermattole_mfa-amec,NW-45,NE-9,325.07,0.259064
mat-lowermattole,mfa-gasc,mat-lowermattole_mfa-gasc,NW-45,NE-10,324.16,0.257847
mat-lowermattole,mfa-todc,mat-lowermattole_mfa-todc,NW-45,NE-11,325.14,0.267795
mat-lowermattole,mfy-oregck,mat-lowermattole_mfy-oregck,NW-45,NE-12,292.41,0.228752
mat-lowermattole,mfy-us-oh,mat-lowermattole_mfy-us-oh,NW-45,NE-13,298.94,0.234299
mat-lowermattole,nfa,mat-lowermattole_nfa,NW-45,NE-14,318.02,0.230662
mat-lowermattole,nfa-bunc,mat-lowermattole_nfa-bunc,NW-45,NE-15,322.18,0.25061
mat-lowermattole,nfa-euchds,mat-lowermattole_nfa-euchds,NW-45,NE-16,326.74,0.247424
mat-lowermattole,nfa-euchus,mat-lowermattole_nfa-euchus,NW-45,NE-17,327.68,0.245849
mat-lowermattole,nfa-indc,mat-lowermattole_nfa-indc,NW-45,NE-18,321.35,0.249195
mat-lowermattole,nfa-pond,mat-lowermattole_nfa-pond,NW-45,NE-19,321.79,0.23052
mat-lowermattole,nfa-robr,mat-lowermattole_nfa-robr,NW-45,NE-20,317.58,0.229531
mat-lowermattole,nfa-saic,mat-lowermattole_nfa-saic,NW-45,NE-21,346.57,0.261902
mat-lowermattole,nfa-shic,mat-lowermattole_nfa-shic,NW-45,NE-22,322.67,0.230817
mat-lowermattole,nfa-slar,mat-lowermattole_nfa-slar,NW-45,NE-23,317.96,0.242665
mat-lowermattole,nff-poe,mat-lowermattole_nff-poe,NW-45,N-Fea-39,248.53,0.186724
mat-lowermattole,nfmfa-sc,mat-lowermattole_nfmfa-sc,NW-45,NE-24,336.34,0.250538
mat-lowermattole,nfy,mat-lowermattole_nfy,NW-45,NE-25,296.32,0.232289
mat-lowermattole,nfy-slate-cgrav,mat-lowermattole_nfy-slate-cgrav,NW-45,NE-26,293.85,0.233008
mat-lowermattole,paj-clearck,mat-lowermattole_paj-clearck,NW-45,W-61,536.08,0.30754
mat-lowermattole,paj-sanbenito,mat-lowermattole_paj-sanbenito,NW-45,W-62,542.93,0.301602
mat-lowermattole,put-cold,mat-lowermattole_put-cold,NW-45,NW-46,275.72,0.179099
mat-lowermattole,put-wildhorseck,mat-lowermattole_put-wildhorseck,NW-45,NW-47,277.45,0.137114
mat-lowermattole,rub-lc-us,mat-lowermattole_rub-lc-us,NW-45,NE-27,341.64,0.250973
mat-lowermattole,rub-usph,mat-lowermattole_rub-usph,NW-45,NE-28,338.54,0.2612
